"","X","country","description","designation","points","price","province","region_1","region_2","variety","winery"
"325",50561,"US","A dry style of rosé, it's made from a grape variety rare in the U.S. but popular in Spain. The wine tastes like something you might sip overlooking the Mediterranean and emphasizes light cherry and raspberry flavors. It carries a hefty texture for a rosé and finishes on the lean side.","Rosé of",84,22,"California","Lodi","Central Valley","Graciano","Sheldon"
"326",52542,"US","This is a crisp, minerally wine you could drink as an interesting alternative to Sauvignon Blanc. It's rich in citrus, apricot and floral flavors that finish with a honey, fruity flourish. Try with Asian fare.","Silvaspoons Vineyard",85,15,"California","Alta Mesa","Central Valley","Verdelho","Lee Family Farm"
"327",42659,"US","No grape seems too obscure for Kenneth Volk, not even the Portuguese varietal Verdelho. Only 92 acres are planted in all of California, including the ones Volk himself planted in Paso Robles in 1994. Aromas of red apple and pear slowly draw you in, not spilling all the goods on the nose. The flavors are relatively slight on the tongue, with nectarine, honeyed nuts and baked apple. The tight acidity makes it a great pairing for Thai and Vietnamese dishes.","Pomar Junction Vineyard",89,24,"California","Paso Robles","Central Coast","Verdelho","Kenneth Volk"
"328",105562,"US","Fenestra, an estimable producer of obscure Spanish and Portugese varieties in California, does not disappoint with this Verdelho. Like a just-ripe pineapple, the wine is high in acidity and savory in strong tones of lemon and lime. Clean and fresh, it pairs well with seafood.","Silvaspoons Vineyard",87,16,"California","Lodi","Central Valley","Verdelho","Fenestra"
"329",43820,"US","An interesting wine by virtue of its oddball variety and the way it feels in the mouth. It's bone dry and quite high in acidity, giving it an ultra-clean mouthfeel framing citrus and mineral flavors that are a bit vegetal. Needs stimulating food, especially umami-dominated.","",86,22,"California","Calistoga","Napa","Verdelho","Coquerel Family Wine Estates"
"330",69874,"US","One of the few California wineries to focus on this variety, Stevenot's efforts are really paying off. Marked by high acidity, the wine shows exotic pineapple, lemongrass, kiwi, white pepper and vanilla flavors, and is thoroughly dry. Try as an alternative to Sauvignon Blanc or Pinot Grigio.","",88,10,"California","California","California Other","Verdelho","Stevenot"
"331",126986,"US","Fruity, rich and honey-sweet, with decadent flavors of peach and pear jam, apricot, pineapple, green apple and vanilla, enhanced with sweet, smoky oak. There's a good spine of acidity for balance.","Halter Ranch Côtes de Paso Blanc",87,24,"California","Paso Robles","Central Coast","Marsanne-Roussanne","Halter Ranch"
"332",65638,"US","Rhône white blends are among the toughest to pull off in California, but Atmosphere does a terrific job. Among the top of its class, it's bone dry, crisp and minerally, with subtle, complex flavors of white peach, papaya, fig, vanilla and buttercream flavors. Really good. Try as an alternative to a rich Chardonnay.","La Prenda Vineyard Dos Burros",93,30,"California","Sonoma Valley","Sonoma","Marsanne-Roussanne","Atmosphere"
"333",29378,"US","The acidity is strong and brisk on this Rhône-style blend, and the flavors are equally strong. It shows apricots, tangerines, peaches and mangoes, tasty but lacking subtlety. Drink up.","Saralee's Vineyard",86,38,"California","Russian River Valley","Sonoma","Marsanne-Roussanne","Due Cani"
"334",52844,"US","A tasty, simple and rather sweet wine. It has fruit juice flavors of pineapples, mangoes, apricots and peaches.","The Angel's Fare Saralee's Vineyard",84,30,"California","Russian River Valley","Sonoma","Marsanne-Roussanne","Lionheart"
"335",106250,"US","Simple and oaky, with woody, caramelized flavors masking a thin wine. Dry and acidic, its watery flavors barely suggest tangerines.","",82,15,"California","Calaveras County","Sierra Foothills","Marsanne-Roussanne","Albeno Munari"
"336",105327,"US","This 52% Syrah-48% Grenache blend from Amador has a lot of barnyard on the nose, the muted herb and spice that's in there having to fight for attention. The wine struggles to find its balance over time (it was tasted twice over the course of one day), the aromas and flavors falling off into dusty tannins and not enough fruit.","Katie's Cote Rhone Blend",83,19,"California","Shenandoah Valley (CA)","Sierra Foothills","Syrah-Grenache","Amador Foothill Winery"
"337",128053,"US","This blend of Syrah and Grenache is soft and melted, with green peppercorn flavors along with riper cherries, chocolate and rhubarb. Ready to drink now.","Syrache",85,28,"California","Santa Barbara County","Central Coast","Syrah-Grenache","Ampelos"
"338",55651,"US","This is a soft, sweetly candied wine, with raspberry, cherry, sweet prosciutto, peppery spice and sandalwood flavors. Easy to drink with steaks, chops, mushroom risotto.","The Porterhouse",86,30,"California","Central Coast","Central Coast","Syrah-Grenache","Comartin"
"339",10215,"US","This was a hard vintage, especially in cool places like Monterey, and this Syrah-Grenache blend is decidedly lean. There's enough raspberry fruit to get by, but green mint and vegetable flavors distract.","Cotes du Crow's",82,18,"California","Monterey","Central Coast","Syrah-Grenache","Morgan"
"340",89426,"US","A good, rugged but deeply flavorful wine, at a decent price. It's very dry and full-bodied, with a tannin-acid balance that suggests barbecue. The finish is filled with blackberries and crushed black peppercorn.","Cotes du Crows",87,16,"California","Monterey","Central Coast","Syrah-Grenache","Morgan"
"341",138788,"US","There are few varietal Petit Verdots in Washington, and even fewer pure varietals such as this, which goes right to the front of the pack. The fruit is sweet, tangy, grapey and young, with plum and cassis filling out the midpalate. The acids are juicy and natural, and the tannins—often aggressive and herbal with this grape—are polished and smooth.","",91,37,"Washington","Yakima Valley","Columbia Valley","Petite Verdot","Olsen Estates"
"342",100309,"US","Quite an interesting wine that shows the hallmarks of a fine Napa Cab, but is a bit lighter in body, and more cherried. Dry and velvety, with smooth tannins, it will play well against a grilled steak with mushroom sauce.","Reserve",90,48,"California","Napa Valley","Napa","Petite Verdot","Bourassa Vineyards"
"343",91178,"US","There are few varietal Petit Verdots in Washington, and even fewer pure varietals such as this, which goes right to the front of the pack. The fruit is sweet, tangy, grapey and young, with plum and cassis filling out the midpalate. The acids are juicy and natural, and the tannins—often aggressive and herbal with this grape—are polished and smooth.","",91,37,"Washington","Yakima Valley","Columbia Valley","Petite Verdot","Olsen Estates"
"344",136187,"US","Here's a vigorously tannic, dry and rasping red wine. It has briary, somewhat raisiny flavors of blackberries and currants. The tannins hit bigtime on the finish, making it astringent. Doesn't seem likely to age.","",84,30,"California","Paso Robles","Central Coast","Petite Verdot","Opaque"
"345",124627,"US","Petit Verdot on its own is hard to make complex, as this wine shows. It's classically structured, with a superb tannin-acid balance and beautifully applied oak. But the cherry and currant flavors are one-dimensional and thin. Drink now.","",86,75,"California","Diamond Mountain District","Napa","Petite Verdot","Reverie"
"346",71688,"US","A blend of Grenache and Syrah, this wine is dry and softly balanced. It has pleasant flavors of cherries, raspberries, cola and spice, with a wild edge of thyme and lavender. A simple country wine, it's showing its best now.","The Crossroad",84,22,"California","Santa Ynez Valley","Central Coast","Grenache-Syrah","Curtis"
"347",54386,"US","Made from Grenache and Syrah, this Rhône-style blend has pronounced flavors of cherries, accented with sweet, vanilla-tinged new oak. It's bone dry, and the tannins are pronounced, making the palate long for a bite of well-marbled, grilled steak. Best now for freshness.","The Brat",90,36,"California","Calaveras County","Sierra Foothills","Grenache-Syrah","Prospect 772"
"348",49731,"US","This Grenache-Syrah blend shows some real complexity in the cherry, leather, tobacco, cola, sandalwood and spice flavors. The tannins are quite refined and entirely ripe. Not an ager, but lovely and elegant now.","Slipstone",87,25,"California","Paso Robles","Central Coast","Grenache-Syrah","Hearthstone"
"349",12915,"US","A simple, rustic wine, with jammy raspberry, red currant and cocoa flavors. There's a metallic taste that may or may not be related to thre screwtop.","Randy's Red",83,30,"California","Paso Robles","Central Coast","Grenache-Syrah","Record Family Wines"
"350",126684,"US","Here's a dark, rich, ripe and full-bodied southern Rhône-style wine that personifies Paso Robles reds. A blend of Grenache and Syrah, it offers gobs of cherry pie filling, anise, bacon and peppery spices wrapped into soft tannins. Finishes a bit hot. Drink soon.","The 46",88,45,"California","Paso Robles","Central Coast","Grenache-Syrah","Terry Hoage"
"351",3201,"US","A self-described “irreverent blend” of Pinot Noir (70%) and Syrah (30%), Rubeo manages to capture both the finesse of the former and the power of the latter. Pinot is rarely blended in a still wine, but Lynn Penner-Ash pulls it off in in this selection, showing pretty strawberry and raspberry fruit, dusted with cinnamon, coffee and toast.","Rubeo",88,24,"Oregon","Oregon","Oregon Other","Pinot Noir-Syrah","Penner-Ash"
"352",99145,"US","A delightful bottle, this fruit-packed Gamay has more stuffing and sweetness than most of the Oregon Pinots from 2007. Plums, cherries and black currants ramble through the mouth, running into some fairly stiff, chewy tannins. This is a sturdy, immediately drinkable, thoroughly enjoyable quaffer.","",88,25,"Oregon","Willamette Valley","Willamette Valley","Gamay Noir","WillaKenzie Estate"
"353",5194,"US","Noticeably impacted with scents of leather and chicken-yard soils, this also shows some muted, brambly berry fruit. It's tart and juicy, with a flavor of pomegranate or acai berry, and best to be drunk sooner rather than later.","Seven Springs Vineyard",86,25,"Oregon","Eola-Amity Hills","Willamette Valley","Gamay Noir","Evening Land"
"354",74025,"US","Fragrant, with a grapy appeal, this pure Gamay Noir comes on like a fresh Beaujolais. The cherry candy flavor is fruity and fun, but the wine thins out rapidly onto a quick finish.","",85,19,"Oregon","Eola-Amity Hills","Willamette Valley","Gamay Noir","Methven Family Vineyards"
